"","Date","Season","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"8318",2011-02-28,"summer","Sydney",22.2,28.8,0.8,5,2.4,"N",46,"NE","ENE",13,26,83,65,1009.9,1007.8,3,6,22.7,26.1,0,0
"8320",2011-03-24,"fall","Sydney",18.2,27.1,0.2,8.6,10.8,"WNW",57,"NW","WNW",28,35,50,36,1005,1003.2,7,7,21.5,26.3,0,0
"8322",2011-05-10,"fall","Sydney",10.1,18,4.4,3.4,9.1,"SSW",44,"W","S",26,22,62,45,1015.6,1013.1,7,7,11.8,17.6,1,0
"8323",2011-05-13,"fall","Sydney",9.9,21,0,4,9.3,"SW",41,"W","W",13,20,69,40,1012,1008.1,1,7,12.8,19.8,0,0
"8324",2011-06-01,"winter","Sydney",16.1,21,4.6,4.6,0.7,"ESE",54,"SE","ESE",22,37,65,63,1025.3,1025,7,1,18.7,18.7,1,1
"8325",2011-06-13,"winter","Sydney",12.8,16.7,23.4,2.4,0,"SSE",50,"SSW","SE",17,20,92,62,1023.9,1021.1,5,1,13.7,16.3,1,1
"8326",2011-06-15,"winter","Sydney",14.1,18.4,13.8,6,0.2,"ESE",69,"SSE","SE",37,28,85,63,1023.3,1021.4,6,1,15.3,17.4,1,1
"8327",2011-06-17,"winter","Sydney",8.2,18.3,4.2,1.4,9.5,"W",70,"WNW","WSW",9,39,82,40,1008.2,1005.5,8,8,10,15.5,1,0
"8328",2011-06-20,"winter","Sydney",9.3,19.6,0,3.4,9.7,"NW",35,"WSW","WNW",11,22,64,38,1015.5,1011.9,7,2,11.9,18.6,0,0
"8329",2011-06-23,"winter","Sydney",9.8,20.5,0,3.8,9.4,"SW",50,"W","WSW",9,9,59,36,1016.8,1017.3,7,5,12.6,19.5,0,0
"8330",2011-07-12,"winter","Sydney",6.9,18.9,0,3.2,9.4,"WSW",48,"W","WNW",19,11,56,31,1022.2,1017.9,8,8,9.5,18.5,0,0
"8331",2011-08-25,"winter","Sydney",10.4,19.9,0.2,4,10.6,"E",30,"W","NE",9,17,79,64,1025.4,1020.6,3,4,13,19,0,0
"8332",2011-08-27,"winter","Sydney",12.4,19,0,3.4,4,"SSE",28,"W","E",11,6,96,75,1021.8,1017.7,0,1,13.3,18.1,0,0
"8333",2011-09-03,"spring","Sydney",10.1,19.1,0,1,9.7,"ENE",37,"W","NE",15,26,70,54,1030.9,1027,8,2,13.8,18.6,0,0
"8334",2011-09-17,"spring","Sydney",14.3,25.4,0,5.8,9.6,"SSW",31,"SSE","E",9,19,66,71,1017.3,1013.2,7,2,20.5,19.9,0,0
"8335",2011-09-24,"spring","Sydney",14.3,17.7,0.2,8.2,0.4,"SSE",39,"ESE","ESE",15,19,65,76,1021.4,1017.8,3,1,16.5,16.3,0,1
"8336",2011-09-27,"spring","Sydney",10.7,20.8,0.4,5,9.3,"ENE",41,"W","NE",9,22,63,53,1023.1,1018.9,5,1,17.3,18.5,0,0
"8337",2011-10-14,"spring","Sydney",16.6,19.4,0,4.6,0,"ENE",35,"ENE","ENE",20,22,65,70,1020.8,1017.4,8,8,17.4,17.8,0,1
"8338",2011-10-27,"spring","Sydney",13.9,19.6,2.2,3.2,4.3,"ESE",39,"ESE","E",19,19,59,50,1024,1021.9,6,6,18.4,19.3,1,0
"8339",2011-11-01,"spring","Sydney",15.1,20.7,0.4,5.4,6.7,"S",28,"SSE","ESE",15,17,73,55,1020.1,1016,3,7,16.2,19.8,0,0
"8340",2011-11-04,"spring","Sydney",13.9,21.5,3.8,2.6,9.3,"ESE",30,"WNW","ESE",7,17,60,55,1019.3,1018.1,2,1,18,20.4,1,0
"8341",2011-11-17,"spring","Sydney",15.9,21.4,12.8,2.4,0,"ESE",22,"E","ESE",9,11,93,94,1020.5,1018.7,8,8,17.2,17.9,1,1
"8342",2011-12-03,"summer","Sydney",13.9,22.2,0,6.8,11.3,"NNE",39,"W","E",13,24,57,45,1020.4,1016.9,5,2,17.6,21.2,0,0
"8343",2011-12-15,"summer","Sydney",15.5,22.6,0.2,7.8,12.2,"ESE",31,"SSE","ESE",13,20,59,48,1019.7,1018,2,4,19.6,21.4,0,0
"8344",2011-12-18,"summer","Sydney",15.8,23.2,0,7.6,3.1,"NE",44,"W","NE",11,24,67,51,1020,1016.2,7,7,18.7,22.2,0,0
"8345",2011-12-29,"summer","Sydney",17.5,25,0,7,10.8,"SSE",43,"SSW","SSE",15,24,69,39,1014.4,1014.9,3,1,20.7,23.8,0,0
"8346",2012-01-03,"summer","Sydney",20.6,26.8,0,7.2,12.6,"NE",44,"NE","NE",15,24,58,57,1018.3,1015.4,6,5,24.1,25.5,0,0
"8347",2012-01-13,"summer","Sydney",14.7,25,0,7.8,11.3,"ENE",43,"WNW","E",15,26,56,52,1017.3,1013.5,7,7,19.7,24.1,0,0
"8348",2012-01-14,"summer","Sydney",18.4,23.4,0,9.4,0.2,"ESE",39,"SE","E",11,13,68,60,1017.2,1015.8,1,2,20.5,22.4,0,1
"8349",2012-01-21,"summer","Sydney",21.8,24.8,0,4.8,3,"SE",31,"E","NNE",13,2,73,82,1015.4,1015.8,2,2,22.6,22.6,0,1
"8350",2012-02-21,"summer","Sydney",19.6,25.7,6.2,4.2,9.8,"SSE",57,"SSW","S",20,35,82,60,1010.3,1010.9,5,7,20.9,24.9,1,0
"8351",2012-03-07,"fall","Sydney",17.1,23.3,0,6.6,7.8,"SSW",54,"SSW","S",33,22,62,60,1018.1,1015.7,0,4,19,21.3,0,1
"8352",2012-03-08,"fall","Sydney",15,21.2,109.4,8,2.3,"NW",54,"W","WSW",30,15,96,71,1005.4,1005.9,8,7,15.6,20.1,1,1
"8353",2012-03-15,"fall","Sydney",20.2,26.2,0,4.6,8.5,"NNE",44,"ENE","NE",13,22,80,60,1017.2,1014.5,7,1,22.5,25.4,0,0
"8355",2012-04-14,"fall","Sydney",14.7,24.4,0,4.8,7.9,"ENE",30,"W","ENE",4,17,74,63,1028.2,1024,6,1,18.9,22,0,0
"8356",2012-04-16,"fall","Sydney",15.9,25.8,0,8,7.8,"S",35,"WNW","SSE",11,20,63,58,1023.9,1021.7,7,6,19,23.5,0,1
"8357",2012-05-04,"fall","Sydney",11.5,22.4,0,5,10.3,"W",31,"W","ESE",20,19,45,38,1020.6,1016.8,7,6,13.7,20.9,0,0
"8358",2012-05-07,"fall","Sydney",11.2,18.5,0,3,0.7,"SSW",30,"W","SW",13,7,64,44,1018.2,1015.7,6,6,12.4,17.9,0,0
"8359",2012-05-08,"fall","Sydney",10.8,23.3,0,1.2,10.2,"W",30,"W","WNW",22,7,68,37,1018.7,1016.5,1,3,13.8,22.8,0,0
"8360",2012-05-17,"fall","Sydney",10,21.6,0,2,9.5,"W",26,"W","E",19,17,77,46,1025,1022,1,2,12.5,20.1,0,0
"8361",2012-05-19,"fall","Sydney",10.4,21.1,0,3.8,9,"W",30,"W","WNW",24,9,71,37,1023.1,1020.3,2,4,12.4,20.4,0,0
"8362",2012-06-04,"winter","Sydney",12.8,20.6,11.2,0.2,8.1,"W",35,"W","WNW",13,9,91,57,1004.2,1000.4,3,1,14.3,18.7,1,0
"8363",2012-06-06,"winter","Sydney",10.4,16,19.2,2.6,5,"S",72,"SSW","SSE",28,28,70,79,1016.1,1017.9,6,6,14,13.7,1,1
"8364",2012-06-19,"winter","Sydney",8.6,19.2,0,2.2,9.7,"WSW",54,"W","WSW",13,28,65,37,1019.6,1017.7,1,7,11.4,19,0,0
"8365",2012-06-27,"winter","Sydney",9.7,17.6,9.4,2,5.7,"SSE",28,"SSW","SE",7,15,84,58,1031.7,1028.6,3,5,12.4,15.8,1,0
"8368",2012-07-27,"winter","Sydney",8.7,17.4,0.4,2.4,10,"W",41,"W","W",15,20,74,32,1012.6,1009.8,0,3,11.3,17,0,0
"8369",2012-08-06,"winter","Sydney",11.6,19.4,0,7.2,10.2,"SSW",46,"N","SW",2,17,45,22,1014.8,1014.9,1,1,14.3,18.4,0,0
"8370",2012-08-09,"winter","Sydney",9.5,19.8,0,3.4,6.6,"W",63,"WNW","WSW",9,31,51,18,1014.7,1009.9,7,2,13.5,18.9,0,0
"8371",2012-08-10,"winter","Sydney",7.6,14.9,0,5,3.8,"S",93,"W","SSW",31,26,42,76,1015.4,1016.6,3,7,10.4,12.2,0,1
"8372",2012-08-13,"winter","Sydney",9.6,18.8,0,3,8.1,"WSW",33,"W","E",19,15,62,46,1027.2,1022.6,4,1,11.1,16.6,0,0
"8373",2012-08-17,"winter","Sydney",11.1,22.2,0,5.8,8.3,"W",76,"N","WNW",19,37,36,35,1007.7,1004.3,1,6,15.9,14.5,0,0
"8374",2012-08-25,"winter","Sydney",10.7,20.7,0,6.4,10.7,"W",41,"WNW","WNW",15,6,42,26,1018,1015.5,1,1,13.8,20,0,0
"8375",2012-08-26,"winter","Sydney",8.3,20.9,0,4.4,10,"W",33,"W","E",19,15,48,41,1018.7,1016.9,3,3,11.7,17.2,0,0
"8376",2012-08-27,"winter","Sydney",7.9,19.5,0,3.8,10.5,"W",31,"WNW","ENE",17,20,56,54,1025,1022.2,2,1,10.8,17.9,0,0
"8377",2012-09-09,"spring","Sydney",11.6,21.7,0,5.2,11,"WSW",35,"W","ESE",24,13,58,44,1021.3,1021.4,2,1,17.1,20.2,0,0
"8378",2012-09-14,"spring","Sydney",7.9,18.5,3.8,3,11.3,"WSW",37,"W","ESE",20,17,50,36,1019.6,1017.1,1,1,13.5,16.9,1,0
"8379",2012-09-15,"spring","Sydney",9.2,20.1,0,5.2,10.7,"SSE",37,"W","SE",19,19,54,44,1024.9,1023.5,1,1,15.6,19.8,0,0
"8380",2012-10-01,"spring","Sydney",9.8,19.9,0,6.8,9.8,"SSE",30,"WNW","E",11,20,51,53,1027.9,1025.5,1,1,16.4,18,0,0
"8381",2012-10-02,"spring","Sydney",12.7,20.3,0.6,5,10.6,"W",26,"S","E",11,17,58,45,1032.7,1029.2,4,1,17.5,18.5,0,0
"8382",2012-10-10,"spring","Sydney",11.1,25.7,0,5.2,11.3,"E",33,"W","E",20,26,47,32,1011.7,1007.5,1,1,17.8,22.9,0,1
"8383",2012-10-14,"spring","Sydney",12.4,19.5,0.2,4.8,8.8,"ESE",28,"WNW","ESE",13,20,77,52,1025.6,1024,7,1,14,18.5,0,0
"8384",2012-10-15,"spring","Sydney",11.4,23.9,0,6.4,11.6,"NNE",46,"W","NE",9,19,65,41,1024.9,1020.9,0,2,16.3,23.2,0,0
"8385",2012-11-03,"spring","Sydney",13.7,18.5,1.6,5.6,0,"SE",31,"WSW","ESE",6,17,82,58,1020.9,1020.1,7,8,15.5,17.8,1,1
"8386",2012-11-25,"spring","Sydney",18.5,31,0,7.8,12.7,"ENE",26,"W","E",7,15,60,56,1013.9,1012.6,1,2,25.3,27.2,0,0
"8387",2013-01-03,"summer","Sydney",18.4,24.8,0,5.6,12.4,"E",30,"ESE","E",7,19,54,54,1018.8,1016.6,4,1,21.8,23.5,0,0
"8388",2013-01-05,"summer","Sydney",20.9,28.3,0,9.6,12.7,"NE",52,"NE","ENE",9,17,56,56,1016.1,1014.3,0,1,25.2,27.2,0,0
"8389",2013-01-31,"summer","Sydney",21,27.8,0,5.6,12.2,"NE",54,"N","NE",19,24,66,64,1013.2,1008.4,3,1,25.9,27.2,0,1
"8390",2013-04-04,"fall","Sydney",15.7,20.9,61.4,5,0.4,"SSW",31,"SE","SE",17,9,93,89,1028.2,1027.8,8,8,16.6,17.7,1,1
"8391",2013-04-16,"fall","Sydney",16.9,22,7,3.2,4.4,"SSW",41,"W","S",17,20,88,69,1015,1013.5,8,6,17.2,21.4,1,0
"8392",2013-04-23,"fall","Sydney",12.7,25.3,0.2,3.6,10.4,"WSW",43,"W","ESE",15,15,57,43,1012.7,1011.7,1,2,16.9,23.4,0,0
"8393",2013-04-27,"fall","Sydney",14,26.3,0,4.4,9.5,"ENE",26,"W","ENE",17,19,65,51,1022,1017.7,1,1,17.2,22.6,0,0
"8394",2013-05-04,"fall","Sydney",14,26.4,0,4.4,6.2,"SSE",56,"W","SSE",19,37,50,56,1017.9,1018.5,7,3,17.4,20.2,0,0
"8395",2013-05-19,"fall","Sydney",9.8,20.2,0,3.6,9.1,"W",39,"W","W",20,20,54,30,1016.8,1014.1,2,1,12.1,19,0,0
"8396",2013-05-23,"fall","Sydney",10.6,17.4,27.2,5.2,0.7,"SSE",48,"WSW","SE",11,22,93,71,1013.7,1012.7,7,6,13.4,16.4,1,1
"8398",2013-06-02,"winter","Sydney",14.4,15.8,14.8,3,1.8,"S",81,"W","SW",20,24,92,68,1006.1,1009.8,8,7,14.7,14,1,1
"8399",2013-06-08,"winter","Sydney",13.5,19.2,0,3,1.5,"SSE",43,"W","SE",19,11,73,53,1030.7,1028.6,7,7,14.2,17.5,0,0
"8400",2013-06-09,"winter","Sydney",11,18.9,0,7,6.9,"ENE",26,"W","ENE",13,15,80,63,1028.6,1024.3,4,7,12.6,18.4,0,0
"8401",2013-06-13,"winter","Sydney",10.6,20.9,8.4,0.6,8.6,"NW",48,"WNW","WNW",15,20,89,45,1007,1004.3,3,3,13.4,20.1,1,0
"8402",2013-06-25,"winter","Sydney",10,16.7,5,2.4,0.2,"SSE",41,"W","W",17,9,93,90,1016.3,1014.8,8,6,10.6,13.8,1,1
"8403",2013-07-11,"winter","Sydney",8.2,18.4,0,1.2,8.2,"W",30,"W","E",20,9,91,62,1035.3,1032.2,2,5,9.1,17,0,0
"8404",2013-07-18,"winter","Sydney",13.3,22.6,0,2.4,3.9,"NNE",30,"W","NE",7,13,85,72,1022.9,1019.4,7,7,15.1,19.4,0,0
"8405",2013-07-25,"winter","Sydney",7.4,19.6,0,3,8.6,"WNW",33,"W","E",20,9,72,38,1029.8,1026.6,1,3,8.8,17.9,0,0
"8406",2013-08-06,"winter","Sydney",11.9,23.9,0,5.6,8.7,"NNW",52,"NW","WNW",20,17,48,30,1011.9,1008,5,5,16.4,22.1,0,0
"8407",2013-08-17,"winter","Sydney",10.7,24.4,0,6.2,10.5,"WNW",57,"NNE","W",20,26,41,34,1010.1,1006.7,1,4,17.6,22.6,0,0
"8409",2013-08-30,"winter","Sydney",15.2,24.7,0,5.2,10.2,"N",39,"N","ENE",22,6,46,53,1015.1,1011.4,1,1,21.7,23.5,0,0
"8410",2013-09-10,"spring","Sydney",20.1,31.6,0,7.4,9.7,"NNW",74,"NW","WNW",33,31,24,14,1005.5,1000.4,2,4,25.9,30.6,0,0
"8411",2013-09-24,"spring","Sydney",17.5,28.4,0,7.4,5.3,"WSW",39,"E","ENE",2,9,32,32,1004.1,1000.4,7,5,22.4,26.9,0,0
"8412",2013-10-05,"spring","Sydney",11.3,25,0,5.2,9.2,"E",28,"W","E",15,13,56,41,1016.5,1010.4,4,6,17.8,23.4,0,0
"8413",2013-10-20,"spring","Sydney",15.5,24.4,0,7.2,10.9,"NNE",48,"W","ENE",4,19,65,59,1021.5,1016.5,0,5,20.7,23.4,0,0
"8414",2013-10-23,"spring","Sydney",20.1,33.6,3.6,2.8,11.9,"NW",63,"NNW","W",28,31,47,16,1004.8,1002.3,3,1,27,32.9,1,0
"8415",2013-10-25,"spring","Sydney",12.2,23.4,0,10.8,10.4,"E",35,"WSW","E",20,26,28,31,1023.2,1019.2,1,0,16,20.7,0,0
"8416",2013-10-26,"spring","Sydney",14,23.9,0,8.8,11.6,"WSW",44,"WSW","ESE",28,26,34,42,1020.9,1019.1,7,1,17.2,21.6,0,0
"8418",2013-11-12,"spring","Sydney",15.6,22.8,20.2,1.8,4.9,"ENE",28,"N","E",4,6,92,66,1013.2,1011.8,8,7,17.4,21.9,1,1
"8419",2013-11-15,"spring","Sydney",15.9,23.3,0,7.8,8,"ESE",69,"NNW","SE",2,26,68,62,1015.8,1014.6,3,6,20.7,22.6,0,1
"8420",2013-11-16,"spring","Sydney",15.7,21.7,23,8,5.6,"SSE",50,"SSE","SSE",19,33,74,75,1016,1014.5,7,7,18,18.8,1,1
"8421",2013-11-20,"spring","Sydney",16.6,24.9,0.2,6.8,12,"E",33,"W","E",11,22,71,66,1012.4,1010.7,4,1,20.8,24.2,0,0
"8422",2013-11-29,"spring","Sydney",19.5,20.9,0.2,10.6,0,"S",59,"SSE","S",13,19,72,83,1005.8,1008.8,8,7,20.9,17.1,0,1
"8423",2013-12-06,"summer","Sydney",12.7,22.9,0,10,13.6,"WSW",59,"W","ESE",26,24,37,39,1011.7,1013.3,1,1,17.1,22,0,0
"8424",2013-12-18,"summer","Sydney",20.6,26,0,10,12.9,"ENE",33,"ENE","ENE",15,26,57,54,1024.2,1022.9,3,1,24.5,24.5,0,0
"8425",2014-01-15,"summer","Sydney",21.2,28.8,0,10,12.8,"NE",56,"ESE","NE",2,22,62,53,1021.7,1018.2,0,1,25.6,28.2,0,0
"8426",2014-01-22,"summer","Sydney",19.8,22.8,3,2.8,0,"SSE",43,"SE","SSE",15,24,74,60,1017.7,1019.9,7,7,21.8,22.3,1,0
"8427",2014-01-25,"summer","Sydney",19.3,25.3,2.4,5.6,8,"SE",56,"S","SSE",20,37,63,45,1012,1014.8,4,4,22.5,23.3,1,0
"8428",2014-02-06,"summer","Sydney",17.1,23.3,1.2,7.2,3.2,"E",26,"WSW","ESE",11,17,67,48,1020.3,1017.7,8,7,19.2,23.2,1,0
"8429",2014-02-07,"summer","Sydney",15.5,25.4,0.2,4.2,12.3,"ENE",41,"W","ENE",11,30,63,52,1017.7,1015.2,1,1,19.6,25,0,0
"8430",2014-02-16,"summer","Sydney",21.4,25,6,2.4,0,"SSE",54,"S","SSE",6,24,78,83,999.5,1001.6,8,8,24.7,21.5,1,1
"8431",2014-02-18,"summer","Sydney",18.9,24.7,0,2.4,2.7,"E",26,"NW","E",4,13,77,68,1013,1009.9,7,7,20.6,23.9,0,0
"8432",2014-03-03,"fall","Sydney",18.8,26.3,4.6,3.8,3.8,"ESE",37,"WNW","SE",11,11,70,75,1024.8,1024.5,3,7,21.7,22.2,1,1
"8433",2014-03-19,"fall","Sydney",19.6,27.9,0,6.6,10.1,"S",48,"SSW","SSE",13,26,66,57,1023.9,1023.6,1,6,23.9,27.8,0,0
"8434",2014-03-26,"fall","Sydney",19.7,24.9,0.6,2.8,0,"NE",37,"WNW","E",11,9,89,72,1022.5,1021.2,7,7,21.2,24.4,0,1
"8435",2014-04-10,"fall","Sydney",17.8,24.7,0,2.6,0,"W",17,"W","E",11,7,74,82,1016.9,1012.7,7,8,20.2,20,0,1
"8436",2014-04-18,"fall","Sydney",13.5,26.5,0,2.2,10.8,"WSW",35,"WNW","WNW",15,13,68,31,1016.3,1011.7,2,3,16.7,26.1,0,0
"8437",2014-05-08,"fall","Sydney",11.1,21,0,5.8,6.2,"SSW",46,"W","SSE",19,19,66,65,1026.2,1024.3,2,6,14.2,18.2,0,1
"8438",2014-05-18,"fall","Sydney",13,24.8,0,3.4,2.8,"W",20,"W","W",15,7,69,41,1028.3,1025.2,7,7,14.8,24.4,0,0
"8439",2014-06-10,"winter","Sydney",10.4,19.2,13.8,2,3.6,"SSE",31,"W","SE",20,19,91,49,1030.5,1027.4,7,1,13,18.8,1,1
"8440",2014-06-25,"winter","Sydney",11.1,18.1,0,4,9.7,"W",76,"W","W",31,39,45,35,1012.2,1012.8,1,1,14.8,17.7,0,0
"8441",2014-06-26,"winter","Sydney",10.7,22.2,0,4.8,9.8,"WNW",41,"WNW","WNW",17,15,47,31,1018.8,1017.9,1,5,15.1,21.1,0,0
"8442",2014-07-16,"winter","Sydney",11.4,18.5,1.8,1.2,3.9,"W",41,"ENE","W",4,20,86,52,1013.7,1010.7,8,2,13.2,17.9,1,0
"8443",2014-07-17,"winter","Sydney",9.5,19.9,0,2,9.4,"W",56,"NW","WNW",20,26,56,33,1012.6,1008.6,1,3,13.1,19.1,0,0
"8444",2014-07-19,"winter","Sydney",8.5,14.9,0,4.6,3.2,"SW",70,"W","SSW",26,24,50,57,1021.2,1021.4,6,6,10.1,13.6,0,0
"8445",2014-07-21,"winter","Sydney",8.9,18.3,0,2,7.5,"W",31,"W","SSE",22,17,69,64,1026.9,1023.3,7,7,9.9,15.7,0,0
"8446",2014-07-30,"winter","Sydney",13,24,0,6.2,10.2,"NW",41,"WNW","WNW",13,22,44,31,1018,1014.5,6,1,17.3,23.3,0,0
"8447",2014-08-15,"winter","Sydney",7.9,19,0,3.4,9.3,"WNW",28,"W","ESE",17,17,81,53,1031.6,1026.5,1,1,10.5,17.8,0,0
"8448",2014-09-04,"spring","Sydney",9.8,17.6,0.2,3,8.3,"S",61,"SSW","SSW",24,31,53,52,1015.9,1015.1,3,6,13.4,14.7,0,1
"8449",2014-09-10,"spring","Sydney",14,24.4,5,6.8,8.3,"W",59,"W","WSW",9,28,84,28,1008.2,1008.9,7,3,14.8,23.2,1,0
"8450",2014-09-11,"spring","Sydney",12.1,25.8,0.2,5.2,10.9,"SSW",50,"WNW","E",13,17,36,32,1016.7,1013.7,1,1,18.1,23.7,0,0
"8451",2014-10-06,"spring","Sydney",17.3,26,0,8.8,8.3,"NE",46,"WNW","ENE",9,19,67,64,1019.2,1012.4,7,2,19.7,21.8,0,0
"8452",2014-10-29,"spring","Sydney",16.6,24.6,0,7.2,11.4,"ENE",37,"SSW","E",7,26,35,63,1017.2,1015.8,1,2,22.6,21.8,0,0
"8453",2014-11-06,"spring","Sydney",15.5,23.2,2,5.6,9.5,"SSW",50,"SSW","SE",24,28,64,57,1014.8,1013.9,6,6,20.1,20.9,1,0
"8454",2014-11-20,"spring","Sydney",18.8,31.1,0,6.8,10.6,"ENE",41,"NE","ENE",6,24,56,57,1014.3,1008.7,7,6,24.8,26,0,0
"8455",2014-12-04,"summer","Sydney",20,26.9,23.8,8,0,"W",61,"ENE","ENE",9,22,80,74,1012.5,1009.4,7,7,22.7,25.3,1,1
"8456",2014-12-09,"summer","Sydney",21.1,23.8,0.4,7.4,2.1,"S",31,"ESE","ESE",19,22,71,70,1015,1014.3,7,6,22.5,23,0,0
"8457",2014-12-16,"summer","Sydney",20,25,0,11.4,8.7,"NE",65,"NNE","NE",13,39,60,67,1007.9,999.6,7,3,22.1,24.3,0,0
"8459",2015-01-22,"summer","Sydney",22.5,28.3,0.2,8.4,11.7,"ENE",37,"ESE","E",9,19,68,58,1014.5,1012.1,5,1,26.4,27.5,0,0
"8460",2015-01-30,"summer","Sydney",15.2,27.3,0,8.8,11.2,"WSW",48,"WSW","WSW",20,17,43,28,1009.4,1005.4,1,3,19.6,26.8,0,0
"8461",2015-02-09,"summer","Sydney",22.7,25.9,0,8,1.2,"S",46,"S","SE",20,20,76,66,1023.8,1023.9,7,7,23.7,25.3,0,0
"8462",2015-02-15,"summer","Sydney",20.3,29.4,0.6,5.6,8.8,"NE",37,"N","ENE",4,20,85,59,1017,1014.8,7,3,22.4,26.4,0,0
"8463",2015-03-01,"fall","Sydney",22,36.4,0,6,7,"SSE",91,"E","E",6,20,69,57,1005.9,1002.9,1,7,26.2,29.3,0,1
"8464",2015-04-04,"fall","Sydney",17.7,20.1,24,5.4,0,"ESE",52,"ESE","SE",33,26,95,93,1020.3,1017.4,8,8,18,17.4,1,1
"8465",2015-04-12,"fall","Sydney",14.8,23.5,0.2,2,8.8,"SSW",44,"WNW","SSE",17,28,80,63,1018.7,1018,5,7,18.7,21.4,0,0
"8466",2015-04-14,"fall","Sydney",14.5,22.4,0,4.2,8.5,"ENE",24,"WNW","ENE",13,17,63,54,1023.9,1021.4,5,3,18.2,20.8,0,0
"8467",2015-04-30,"fall","Sydney",14,20.9,10.2,3.8,3,"SSE",33,"SSE","SE",17,17,92,65,1031.3,1028.4,8,6,16,20.4,1,1
"8468",2015-05-01,"fall","Sydney",14.1,21.7,28.4,2.2,1,"E",41,"SSW","ESE",17,15,98,83,1028.2,1024.5,8,7,16.7,19.8,1,1
"8469",2015-05-20,"fall","Sydney",16.2,25.4,0.4,1.4,5.8,"NW",31,"NW","ENE",17,19,79,58,1015.9,1013.4,7,7,17.4,21.6,0,0
"8470",2015-05-29,"fall","Sydney",13.6,19.2,0,2,0.6,"NW",26,"W","WNW",9,7,79,65,1020.6,1020.1,8,6,17.3,18.7,0,0
"8471",2015-06-02,"winter","Sydney",6.1,16.6,0.2,4.6,9.1,"WSW",50,"WSW","S",31,20,47,41,1023.8,1022.4,1,1,9.5,15.6,0,0
"8472",2015-06-06,"winter","Sydney",10.1,21,1,1.8,6.1,"W",28,"W","W",20,4,66,45,1028.3,1027,2,1,11.9,20.6,0,0
